title,image,ingredients,instructions,nutrition_info,clean_ingredients
Spinach and Feta Pasta Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/10/spinach-and-feta-pasta1.jpg,"['▢ 1 lb penne pasta cooked according to package instructions', '▢ 3 tablespoons extra virgin olive oil', '▢ 1 medium onion chopped', '▢ 2 cloves garlic minced', '▢ 3 cups tomatoes diced', '▢ 1 1/2 cups fresh white mushrooms sliced', '▢ 2 cups spinach leaves cleaned', '▢ 6 ounces feta cheese crumbled', '▢ Salt and ground black pepper to taste', '▢ Cooking Procedure']","['Pour the olive oil in a skillet or frying pan then apply heat.', 'Sauté the garlic and onion.', 'Add the tomatoes and cook for a minute.', 'Put-in the mushroom, spinach, salt, and ground black pepper. Cook for 2 to 3 minutes.', 'Add the pasta then stir for the sauce to coat.', 'Put-in the feta cheese and cook for a minute more.', 'Turn-off the heat and transfer to a serving plate.', 'Serve with garlic bread on the side. Share and enjoy!']",,"['onion', 'penne pasta cooked according package instructions', 'extra virgin olive oil', 'spinach leaves', 'feta cheese crumbled', 'white mushrooms', 'Salt ground black pepper', 'garlic', 'Cooking Procedure', 'tomatoes']"
Potato and Green Bean Salad Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Potato-and-Green-Bean-Salad.jpg,"['▢ 1 1/2 lbs small red potatoes', '▢ 1 lb fresh green beans ends removed', '▢ 1 tablespoon Dijon mustard', '▢ 1 teaspoon fresh dill', '▢ 1/3 cup olive oil', '▢ 2 tablespoons white wine vinegar', '▢ 1/2 teaspoon salt', '▢ 1/2 teaspoon ground black pepper', '▢ 4 cups water']","['Boil water in a cooking pot.', 'Put-in the potatoes and boil for 15 to 18 minutes.', 'Remove the potatoes and set aside to cool down. Meanwhile, place the green beans in boiling water and cook for 4 to 5 minutes.', 'Remove the green beans from the cooking pot and place in a bowl with cold water. This will retain the color and texture of the beans.', 'In a large bowl, combine olive oil, Dijon mustard, dill, white wine vinegar, salt, and ground black pepper then mix well.', 'Slice the boiled potatoes into quarters then toss them along with the green beans in the mixture.', 'Refrigerate for at least 1 hour.', 'Transfer to a serving plate then serve.', 'Share and enjoy!']",,"['water', 'red potatoes', 'olive oil', 'Dijon mustard', 'green beans ends removed', 'ground black pepper', 'salt', 'dill', 'white wine vinegar']"
Summer Rolls,https://panlasangpinoy.com/wp-content/uploads/2011/10/sushi-spring-roll-jpg.webp,"['▢ 4 pieces tapioca or rice paper', '▢ 1 piece avocado sliced lengthwise', '▢ 1 piece cucumber sliced into long thin strips', '▢ 1 piece medium sized carrots sliced into long thin strips', '▢ 4 leaf lettuce cleaned', '▢ 8 pieces large shrimps cooked and butterfly sliced', '▢ 4 pieces imitation crabmeat', '▢ 2 cups warm water']","['Pour the water in a big bowl and soak the tapioca paper until it softens.', 'Remove the softened tapioca paper and place on a kitchen towel and let it rest for half a minute.', 'Align two shrimps in the middle of the softened tapioca paper. The outer part of the shrimp should be facing down.', 'Arrange a leaf of lettuce on top the shrimp then top with slices of avocado, carrots, cucumber, and imitation crabmeat.', 'Press down the filling using your fingers then fold the bottom end of the tapioca paper over the top of the filling. Roll halfway.', 'Fold the edges of the tapioca paper inwards and continue rolling until the fillings are secured. Folding the ends will close both edges ensuring that the fillings are securely wrapped.', 'If desired, slice each roll in the middle then transfer to a serving plate.', 'Serve with your favorite dip. Share and enjoy!']",,"['shrimps cooked butterfly', 'imitation crabmeat', 'cucumber long', 'leaf lettuce', 'carrots long', 'warm water', 'avocado', 'tapioca or rice paper']"
Bok Choy in Garlic Sauce,https://panlasangpinoy.com/wp-content/uploads/2014/10/Bok-Choy-in-Garlic-Sauce1.jpg,"['▢ 1 lb bok choy', '▢ 1 teaspoon ginger grated', '▢ 2 cloves garlic minced', '▢ 1 tablespoon oyster sauce', '▢ 1 tablespoon soy sauce', '▢ 1 tablespoon brown sugar', '▢ 1/4 cup water', '▢ 1 tablespoon sesame oil', '▢ 1 tablespoon vegetable oil']","['Combine soy sauce, water, garlic, ginger, oyster sauce, sugar and mix well. Set aside.1 teaspoon ginger, 2 cloves garlic, 1 tablespoon oyster sauce, 1 tablespoon soy sauce, 1/4 cup water, 1 tablespoon brown sugar', 'Heat a wok or frying pan then put-in the cooking oil.1 tablespoon vegetable oil', 'When the cooking oil is hot enough, pour-in the sesame oil.1 tablespoon sesame oil', 'Stir fry the bok choy. Put the stalks first and stir fry for about 2 minutes then add the leaves and stir fry for 2 to 4 minutes.1 lb bok choy', 'Turn off the heat and transfer the cooked bok choy in a serving plate.', 'Heat the same wok or frying pan then pour-in the sauce mixture. Cook for about 2 minutes or until the sauce thickens.', 'Turn off heat then top the sauce over the Bok Choy.', 'Serve. Share and enjoy!']",,"['water', 'ginger', 'brown sugar', 'vegetable oil', 'bok choy', 'garlic', 'sesame oil', 'oyster sauce', 'soy sauce']"
Tofu in Black Bean Sauce Recipe,https://panlasangpinoy.com/wp-content/uploads/2010/07/tofu-in-black-bean-sauce-tokwa-with-tausi.jpg,"['▢ 1 lb firm fried tofu cubed (it should be crisp outside but soft inside)', '▢ 1/3 cup vegetable stock chicken or beef stock can also be used', '▢ 2 teaspoons cooking rice wine', '▢ 1 teaspoon sesame oil', '▢ 3 teaspoons soy sauce', '▢ 2 cloves garlic minced', '▢ 2 teaspoons cornstarch', '▢ 1 thumb ginger minced', '▢ 2 tablespoons salted black beans tausi, rinsed and chopped', '▢ 6 green onions or leeks, sliced in 2 inch length', '▢ 1/2 cup red bell pepper diced', '▢ 2 cups bok choy chopped', '▢ 1/2 teaspoon salt', '▢ 1/2 teaspoon ground black pepper', '▢ 2 tablespoons cooking oil']","['In a bowl, combine vegetable stock, cornstarch, sesame oil, cooking rice wine, soy sauce, salt, and ground black pepper. Stir until everything is well incorporated and set aside.', 'Heat a pan and pour-in cooking oil.', 'When the oil is hot enough, sauté the garlic and ginger.', 'Add the black beans and cook for a minute.', 'Add the red bell pepper and cook for another minute.', 'Put-in the fried tofu and cook for 2 minutes.', 'Add the green onion and bok choy and cook for 2 minutes more.', 'Pour-in the sauce mixture and cook until the texture becomes thick.', 'Transfer to a serving bowl and serve.', 'Share and Enjoy!']",,"['green onions or leeks in inch length', 'cooking rice wine', 'salted black beans tausi rinsed', 'thumb ginger', 'bok choy', 'ground black pepper', 'firm fried tofu', 'red bell pepper', 'garlic', 'cooking oil', 'sesame oil', 'vegetable stock chicken or beef stock also be used', 'salt', 'soy sauce', 'cornstarch']"
Shrimp with Quail Eggs and Green Peas,https://panlasangpinoy.com/wp-content/uploads/2011/10/Shrimps-with-quail-eggs-and-green-peas.jpg,"['▢ 1 lb shrimps shelled and deveined', '▢ 1 1/2 cups sweet green peas', '▢ 1 cup chicken broth', '▢ 10 pieces quail eggs hard boiled', '▢ 3/4 cup jicama singkamas, diced', '▢ 3/4 cup carrots diced', '▢ 1 medium sized onion diced', '▢ 3 tablespoons butter', '▢ 1/2 cup toasted cashews', '▢ 1 tablespoon cornstarch diluted in 3 tablespoons of water', '▢ 1/2 teaspoon salt', '▢ 1/2 teaspoon ground black pepper']","['Melt butter in a pan or cooking pot.', 'Put-in the onions and cook in low fire until the texture becomes soft.', 'Add the carrots and jicama then cook for 3 minutes.', 'Add the green peas and cashews then cook for 2 minutes', 'Move the vegetables on one side of the pan to form an extra space. Place the shrimp over the extra space and cook for 1 minute.', 'Stir the ingredients until well incorporated then pour the chicken broth in. Simmer for 2 minutes.', 'Add the salt and ground black pepper then stir.', 'Put-in the quail eggs and cornstarch (diluted in water) and stir lightly. Cook until desired thickness is achieved.', 'Turn of the heat and transfer to a serving bowl.', 'Serve hot with lots of love. Share and enjoy!']",,"['onion', 'toasted cashews', 'jicama singkamas', 'carrots', 'sweet green peas', 'ground black pepper', 'butter', 'salt', 'chicken broth', 'shrimps shelled deveined', 'cornstarch diluted in water', 'quail eggs hard boiled']"
Adobong Sitaw Recipe,https://panlasangpinoy.com/wp-content/uploads/2014/10/Adobong-Sitaw1.jpg,"['▢ 1 lb string beans sitaw, cut in 2 inch length', '▢ 1/4 lb pork belly thinly sliced (optional)', '▢ 1/2 cup soy sauce', '▢ 1/3 cup vinegar', '▢ 1 piece onion thinly sliced lengthwise', '▢ 4 to 6 cloves garlic crushed', '▢ 1/2 teaspoon ground black pepper', '▢ 1 cup water']","['Heat a frying pan or wok then sear the pork.', 'When oil and juice comes out of the pork, add garlic and onions then cook for 2 minutes.', 'Pour-in the soy sauce, vinegar, and water then bring to a boil.', 'Shake-in the ground black pepper and stir.', 'Cover and simmer for 15 minutes or until the pork is tender.', 'Add the string beans and cook for 3 to 5 minutes.', 'Turn off the heat and transfer to a serving bowl.', 'Serve hot with steamed rice.', 'Share and enjoy!']",,"['water', 'onion', 'pork belly', 'ground black pepper', 'garlic', 'string beans sitaw in inch length', 'vinegar', 'soy sauce']"
Crispy Spinach Recipe,https://panlasangpinoy.com/wp-content/uploads/2010/06/crispy-spinach-kangkong-vegetable-chicharon-recipe.jpg,"['▢ 30 to 40 baby spinach or savoy leaves', '▢ 1 cup flour', '▢ 1 cup ice cold water', '▢ 1/2 teaspoon salt', '▢ 1 piece raw egg', '▢ 1 1/2 cups cooking oil']","['Combine flour, egg, salt, and water and mix well. Set aside.', 'Heat a small cooking pot or frying pan then pour-in the cooking oil.', 'When the oil is hot enough, dip the spinach in the batter one after the other (the mixture that you prepared in step #1 and fry each side until crispy. Repeat this step until all the leaves are cooked.', 'Remove from the pot or pan and transfer to a plate lined with paper towel (this will absorb the oil).', 'Transfer to a serving plate.', 'Serve with Asian Dipping Sauce.', 'Share and enjoy!']",,"['egg', 'baby spinach or savoy leaves', 'flour', 'ice cold water', 'cooking oil', 'salt']"
Ginataang Langka Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Ginataang-Langka-Front.JPG,"['▢ 1 lb unripe jackfruit; peeled and chopped', '▢ 1 large onion diced', '▢ 1 piece shrimp cube', '▢ 5 cloves crushed garlic', '▢ 3/4 cup tomatoes diced', '▢ 3 to 5 pieces red chilies', '▢ 3 cups coconut milk', '▢ 3/4 cup water', '▢ 1/2 cup fried dried fish daing, bones removed']","['Heat a wok or a cooking pot and pour-in the coconut milk. Bring to a boil.', 'Add the garlic and onions and cook for 3 to 5 minutes while continuously stirring the mixture.', 'Put-in the tomatoes and red chilies. Continue stirring to prevent lumps from forming.', 'Add the fried dried fish and cook for 5 minutes.', 'Pour-in water and allow re-boiling.', 'Add the chopped jackfruit then mix with the other ingredients. Simmer for 5 to 8 minutes.', 'Put-in the shrimp cube then stir to ensure that the ingredients are properly distributed. Simmer until the liquid dries up.', 'Transfer to a serving plate then serve.', 'Share and enjoy!']",,"['water', 'onion', 'red chilies', 'shrimp cube', 'garlic', 'tomatoes', 'fried fish daing bones removed', 'coconut milk', 'unripe jackfruit;']"
Binatog Recipe (Boiled white corn kernels with Shredded Coconut),https://panlasangpinoy.com/wp-content/uploads/2011/10/Binatog-Front.JPG,"['▢ 29 ounces hominy Mexican style corn', '▢ 3 tablespoons granulated sugar', '▢ 3/4 cup coconut grated']","['Heat a cooking pot then pour-in the canned hominy (include the liquid).', 'Add 1 cup of water and bring to a boil.', 'Simmer for 12 to 15 minutes.', 'Drain the water and place the boiled hominy in a serving plate.', 'Top with sugar (or salt depending on your preference) and grated coconut.', 'Serve. Share and enjoy!!!!']",,"['hominy Mexican style corn', 'coconut', 'granulated sugar']"
Corn Salsa Recipe,https://panlasangpinoy.com/wp-content/uploads/2011/10/Corn-Salsa-Front.JPG,"['▢ 2 cup corn kernels', '▢ 2 pieces medium-sized tomatoes diced', '▢ 1 small red onion minced', '▢ 4 tablespoons fresh cilantro chopped', '▢ 4 tablespoons lime juice', '▢ 2 cloves garlic minced', '▢ 1 teaspoon salt']","['In a large mixing bowl, combine the corn kernels, tomatoes, garlic, onion, cilantro, and salt then mix thoroughly.', 'Squeeze-in the lime juice and mix until the juice is well distributed.', 'Let sit for 12 to 20 minutes to infuse the flavors.', 'Serve as a side for Grilled Pork Belly (Inihaw na Liempo) or Oven Barbequed Spare Ribs', 'Share and Enjoy!']",,"['- tomatoes', 'red onion', 'garlic', 'lime juice', 'corn kernels', 'salt', 'cilantro']"
Lumpiang Togue Recipe,https://panlasangpinoy.com/wp-content/uploads/2010/03/lumpiang-togue-recipe-750x750.jpg,"['▢ 1 lb mung bean sprouts', '▢ 1 carrot julienned', '▢ 4 cloves garlic chopped', '▢ 1 onion sliced', '▢ 1/4 cup dried shrimp', '▢ 8 ounces fried tofu diced', '▢ 1/8 teaspoon ground black pepper', '▢ 2 tablespoons fish sauce', '▢ 15 pieces lumpia wrapper', '▢ 2 cups cooking oil']","['Heat a wok or a frying pan and put-in 2 tablespoons of cooking oil.2 cups cooking oil', 'When the oil is hot enough, Sauté the garlic and onions.4 cloves garlic, 1 onion', 'Add the dried shrimp. Cook for 1 minute.1/4 cup dried shrimp', 'Put-in the fried tofu then stir.8 ounces fried tofu', 'Add the fish sauce and ground black pepper.2 tablespoons fish sauce, 1/8 teaspoon ground black pepper', 'Put-in the mung bean sprouts and cook for 2 minutes.1 lb mung bean sprouts', 'Add the carrot and cook for 1 to 2 minutes. Remove from the pan and let cool.1 carrot', 'Wrap the cooked vegetable in spring roll (lumpia) wrapper.15 pieces lumpia wrapper', 'Pour the remaining cooking oil in a cooking pot or deep fryer then apply heat.2 cups cooking oil', 'Deep fry the wrapped lumpia until the color of the wrapper turns golden brown.', 'Remove from the cooking pot or deep fryer and place in a container lined with paper towel to absorb excess oils.', 'Transfer to a serving plate', 'Serve with vinegar and onion dip.', 'Share and enjoy!']",,"['onion', 'carrot', 'mung bean sprouts', 'fish sauce', 'lumpia wrapper', 'ground black pepper', 'shrimp', 'garlic', 'cooking oil', 'fried tofu']"
Homemade Mashed Potato,https://panlasangpinoy.com/wp-content/uploads/2015/08/Mashed-Potato-Front1.jpg,"['▢ 2 lbs. baking potatoes peeled and cubed', '▢ 3/4 cup fresh milk', '▢ 3 tablespoons butter melted', '▢ 2 teaspoons salt', '▢ 3 to 4 cups of water']","['Combine potatoes, 1 teaspoon salt, and water in a cooking pot and bring to a boil. Cook for 8 to 12 minutes or until the potatoes are tender.', 'Turn off the heat and drain the water by placing the potatoes in a colander.', 'Transfer the potatoes in a large mixing bowl then add the remaining 1 teaspoon of salt. Mash using an electric mixer. You may also use fork or potato ricer for this procedure.', 'Pour-in the melted butter then mix again until everything is well incorporated.', 'Gradually add the fresh milk while mixing; continue mixing until all the ingredients are well distributed.', 'Transfer to a serving plate and top with KFC Style Gravy.', 'Serve. Share and enjoy!']",,"['water', 'baking potatoes', 'butter', 'salt', 'milk']"
Cheesy Broccoli Soup Recipe,https://panlasangpinoy.com/wp-content/uploads/2010/03/cheesy-broccoli-soup-recipe.jpg,"['▢ 2 tablespoons butter', '▢ 1/4 cup chopped onion', '▢ 1/8 teaspoon ground black pepper', '▢ 2 tablespoons all-purpose flour', '▢ 2 3/4 cups milk', '▢ 3/4 cups sharp cheddar cheese grated', '▢ 8 ounces broccoli chopped']","['Heat a cooking pan and put-in the butter. Let the butter melt.', 'Add-in the onions and cook until it becomes soft.', 'Put-in the flour and stir while cooking.', 'Pour-in the milk and let boil. Simmer for 2 minutes in medium heat.', 'Add the ground black pepper and stir.', 'Put-in the broccoli then cook for 3 to 5 minutes.', 'Add the cheese and stir until it melts.', 'Turn off the heat and transfer to a serving bowl.', 'Serve hot. Share and enjoy!']",,"['onion', 'broccoli', 'ground black pepper', 'sharp cheddar cheese', 'butter', 'milk', 'all-purpose flour']"
